medicineID	medicineName	medicineType	dosageType	drugRoute	company	drug	dosages	activeIngredientUnit	pharmacologicalClasses	category
5314	SIMVASTATIN 	Statin	TABLET	ORAL	"NCS HealthCare of KY, Inc dba Vangard Labs"	SIMVASTATIN	10;20;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5315	Simvastatin 	Statin	TABLET	ORAL	NorthStar Rx LLC	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5316	simvastatin 	Statin	TABLET	ORAL	"Accord Healthcare, Inc."	SIMVASTATIN	10;20;40;80;5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5317	Simvastatin 	Statin	TABLET	ORAL	"Camber Pharmaceuticals, Inc."	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5318	Simvastatin 	Statin	TABLET	ORAL	Micro Labs Limited	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5319	Simvastatin 	Statin	TABLET	ORAL	"Hisun Pharmaceuticals USA, Inc."	SIMVASTATIN	10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5320	Simvastatin 	Statin	TABLET	ORAL	QPharma Inc	SIMVASTATIN	20;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5321	simvastatin 	Statin	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	SIMVASTATIN	20;80;10;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5322	Simvastatin 	Statin	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SIMVASTATIN	40;80;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5323	simvastatin 	Statin	TABLET	ORAL	A-S Medication Solutions	SIMVASTATIN	40;5;80;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5324	Simvastatin 	Statin	TABLET	ORAL	AvPAK	SIMVASTATIN	80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5325	Simvastatin 	Statin	TABLET	ORAL	"ACETRIS HEALTH, LLC"	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN OTC DRUG
5326	Simvastatin 	Statin	TABLET	ORAL	"International Laboratories, LLC"	SIMVASTATIN	40;20;10	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN OTC DRUG
5327	Simvastatin 	Statin	TABLET	ORAL	Dr. Reddy's Laboratories Limited	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5328	Simvastatin 	Statin	TABLET	ORAL	Cardinal Health	SIMVASTATIN	20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5329	Simvastatin 	Statin	TABLET	ORAL	American Health Packaging	SIMVASTATIN	40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5330	SIMVASTATIN 	Statin	TABLET	ORAL	St Marys Medical Park Pharmacy	SIMVASTATIN	20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5331	SIMVASTATIN 	Statin	TABLET	ORAL	Direct Rx	SIMVASTATIN	40;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5332	Simvastatin 	Statin	TABLET	ORAL	Direct_Rx	SIMVASTATIN	5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5333	simvastatin 	Statin	TABLET	ORAL	Proficient Rx LP	SIMVASTATIN	20;10;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5334	simvastatin 	Statin	TABLET	ORAL	Bryant Ranch Prepack	SIMVASTATIN	10;20;80;5;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5335	Simvastatin 	Statin	TABLET	ORAL	McKesson Corporation dba SKY Packaging	SIMVASTATIN	5;10;20;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5336	Simvastatin 	Statin	TABLET	ORAL	Cadila Healthcare Limited	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5337	Simvastatin 	Statin	TABLET	ORAL	Aurobindo Pharma Limited	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5338	simvastatin 	Statin	TABLET	ORAL	Contract Pharmacy Services-PA	SIMVASTATIN	20;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5339	simvastatin 	Statin	TABLET	ORAL	"RedPharm Drug, Inc."	SIMVASTATIN	20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5340	simvastatin 	Statin	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SIMVASTATIN	40;10;5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5341	simvastatin 	Statin	TABLET	ORAL	"NuCare Pharmaceuticals, Inc."	SIMVASTATIN	40;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5342	SIMVASTATIN 	Statin	TABLET	ORAL	NuCare Pharmaceuticals.Inc.	SIMVASTATIN	40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5343	simvastatin 	Statin	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SIMVASTATIN	5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5344	simvastatin 	Statin	TABLET	ORAL	"NuCare Pharmaceuticals, Inc."	SIMVASTATIN	5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5345	simvastatin 	Statin	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SIMVASTATIN	20;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5346	Simvastatin 	Statin	TABLET	ORAL	American Health Packaging	SIMVASTATIN	10;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5347	SIMVASTATIN 	Statin	TABLET	ORAL	"Lupin Pharmaceuticals, Inc."	SIMVASTATIN	40;80;10;20;5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5348	Simvastatin 	Statin	TABLET	ORAL	Zydus Pharmaceuticals (USA) Inc.	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5349	SIMVASTATIN 	Statin	TABLET	ORAL	"Legacy Pharmaceutical Packaging, LLC"	SIMVASTATIN	20;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5350	simvastatin 	Statin	TABLET	ORAL	"Preferred Pharmaceuticals, Inc."	SIMVASTATIN	80;10;40;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5351	Simvastatin 	Statin	TABLET	ORAL	"Biocon Pharma Inc,"	SIMVASTATIN	5;10;20;40;80	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5352	simvastatin 	Statin	TABLET	ORAL	REMEDYREPACK INC.	SIMVASTATIN	40;20;10;5	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5353	simvastatin 	Statin	TABLET	ORAL	"Denton Pharma, Inc. DBA Northwind Pharmaceuticals"	SIMVASTATIN	40;20	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5354	SIMVASTATIN 	Statin	TABLET	ORAL	Proficient Rx LP	SIMVASTATIN	5;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5355	simvastatin 	Statin	TABLET	ORAL	Bryant Ranch Prepack	SIMVASTATIN	10;40	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5356	simvastatin 	Statin	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SIMVASTATIN	10	mg/1	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
5357	Spironolactone 	Diuretic	TABLET	ORAL	Mylan Pharmaceuticals Inc.	SPIRONOLACTONE	50;100;25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5358	Spironolactone 	Diuretic	TABLET	ORAL	Par Pharmaceutical	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5359	Spironolactone 	Diuretic	TABLET	ORAL	"NCS HealthCare of KY, Inc dba Vangard Labs"	SPIRONOLACTONE	25;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5360	spironolactone 	Diuretic	TABLET	ORAL	Major Pharmaceuticals	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5361	SPIRONOLACTONE 	Diuretic	TABLET	ORAL	NorthStar Rx LLC	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5362	Spironolactone 	Diuretic	TABLET	ORAL	"Accord Healthcare, Inc."	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN OTC DRUG
5363	Spironolactone 	Diuretic	TABLET	ORAL	QPharma Inc	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5364	Spironolactone 	Diuretic	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	SPIRONOLACTONE	100;25;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5365	Spironolactone 	Diuretic	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5366	Spironolactone 	Diuretic	TABLET	ORAL	A-S Medication Solutions	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5367	Spironolactone 	Diuretic	TABLET	ORAL	Mylan Institutional Inc.	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5368	Spironolactone 	Diuretic	TABLET	ORAL	Northwind Pharmaceuticals	SPIRONOLACTONE	100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5369	SPIRONOLACTONE 	Diuretic	TABLET	ORAL	"Sun Pharmaceutical Industries, Inc."	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5370	Spironolactone 	Diuretic	TABLET	ORAL	Amneal Pharmaceuticals of New York LLC	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5371	Spironolactone 	Diuretic	TABLET	ORAL	"PharmPak, Inc."	SPIRONOLACTONE	50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5372	Spironolactone 	Diuretic	TABLET	ORAL	Cardinal Health	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5373	spironolactone 	Diuretic	TABLET	ORAL	"Quality Care Products, LLC"	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5374	Spironolactone 	Diuretic	TABLET	ORAL	Jubilant Cadista Pharmaceuticals Inc.	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5375	spironolactone 	Diuretic	TABLET	ORAL	Greenstone LLC	SPIRONOLACTONE	25;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5376	Spironolactone 	Diuretic	TABLET	ORAL	American Health Packaging	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5377	Spironolactone 	Diuretic	TABLET	ORAL	St. Mary's Medical Park Pharmacy	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5378	Spironolactone 	Diuretic	TABLET	ORAL	Direct_Rx	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5379	Spironolactone 	Diuretic	TABLET	ORAL	Proficient Rx LP	SPIRONOLACTONE	25;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5380	Spironolactone 	Diuretic	TABLET	ORAL	Bryant Ranch Prepack	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5381	Spironolactone 	Diuretic	TABLET	ORAL	McKesson Corporation dba SKY Packaging	SPIRONOLACTONE	25;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5382	Spironolactone 	Diuretic	TABLET	ORAL	Amneal Pharmaceuticals LLC	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5383	Spironolactone 	Diuretic	TABLET	ORAL	"RedPharm Drug, Inc."	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5384	Spironolactone 	Diuretic	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5385	Spironolactone 	Diuretic	TABLET	ORAL	"NuCare Pharmaceuticals, Inc."	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5386	Spironolactone 	Diuretic	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	SPIRONOLACTONE	50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5387	spironolactone 	Diuretic	TABLET	ORAL	Zydus Pharmaceuticals (USA) Inc.	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5388	Spironolactone 	Diuretic	TABLET	ORAL	Preferred Pharmaceuticals Inc.	SPIRONOLACTONE	100;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5389	Spironolactone 	Diuretic	TABLET	ORAL	Preferred Pharmaceuticals Inc..	SPIRONOLACTONE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5390	spironolactone 	Diuretic	TABLET	ORAL	REMEDYREPACK INC.	SPIRONOLACTONE	25;100;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5391	spironolactone 	Diuretic	TABLET	ORAL	Cadila Healthcare Limited	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5392	Spironolactone 	Diuretic	TABLET	ORAL	"Denton Pharma, Inc. dba Northwind Pharmaceuticals"	SPIRONOLACTONE	25;100;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5393	Spironolactone 	Diuretic	TABLET	ORAL	Proficient Rx LP	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5394	spironolactone 	Diuretic	TABLET	ORAL	Bryant Ranch Prepack	SPIRONOLACTONE	25;100;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5395	Spironolactone 	Diuretic	TABLET	ORAL	"Aphena Pharma Solutions - Tennessee, LLC"	SPIRONOLACTONE	25;50;100	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5396	Spironolactone 	Diuretic	TABLET	ORAL	"Asclemed USA, Inc."	SPIRONOLACTONE	25;50	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA]"	HUMAN PRESCRIPTION DRUG
5397	Spironolactone and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	Mylan Pharmaceuticals Inc.	SPIRONOLACTONE; HYDROCHLOROTHIAZIDE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
5398	Spironolactone and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	Mylan Institutional Inc.	SPIRONOLACTONE; HYDROCHLOROTHIAZIDE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
5399	Spironolactone and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	"Sun Pharmaceutical Industries, Inc."	SPIRONOLACTONE; HYDROCHLOROTHIAZIDE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
5400	Spironolactone and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	Greenstone LLC	SPIRONOLACTONE; HYDROCHLOROTHIAZIDE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
5401	Spironolactone and Hydrochlorothiazide 	Diuretic	TABLET	ORAL	Bryant Ranch Prepack	SPIRONOLACTONE; HYDROCHLOROTHIAZIDE	25	mg/1	"Aldosterone Antagonist [EPC],Aldosterone Antagonists [MoA],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [CS]"	HUMAN PRESCRIPTION DRUG
5402	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Walgreens	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5403	Stool Softener Laxative 	Laxative	TABLET	ORAL	Walgreens	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5404	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Major Pharmaceuticals	DOCUSATE CALCIUM	240	mg/1		HUMAN PRESCRIPTION DRUG
5405	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Major Pharmaceuticals	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5406	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	TARGET Corporation	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5407	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Rite Aid Corporation	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5408	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	The Kroger Co.	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5409	Stool Softener Laxative 	Laxative	TABLET	ORAL	TOP CARE (Topco Associates LLC)	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5410	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	TOP CARE (Topco Associates LLC)	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5411	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	"Shopko Stores Operating Co., LLC."	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5412	Stool Softener Laxative 	Laxative	TABLET	ORAL	H E B	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5413	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	H E B	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5414	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	EQUALINE (SuperValu)	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5415	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	"MEIJER, INC."	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5416	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Care One (American Sales Company)	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5417	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	"EQUATE (Wal-Mart Stores, Inc.)"	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5418	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	SMART SENSE (Kmart)	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5419	Stool Softener Laxative 	Laxative	TABLET	ORAL	"Good Sense (Geiss, Destin & Dunn, Inc.)"	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5420	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Freds Inc	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5421	Stool Softener Laxative 	Laxative	TABLET	ORAL	Family Dollar (FAMILY WELLNESS)	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5422	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	"Dolgencorp, Inc. (DOLLAR GENERAL & REXALL)"	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5423	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	"P & L Development, LLC"	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5424	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	Strategic Sourcing Services LLC	DOCUSATE SODIUM	100;250	mg/1		HUMAN PRESCRIPTION DRUG
5425	Stool Softener Laxative 	Laxative	CAPSULE	ORAL	QUALITY CHOICE (Chain Drug Marketing Association)	DOCUSATE SODIUM	100	mg/1		HUMAN PRESCRIPTION DRUG
5426	Stool Softener Laxative 	Laxative	TABLET	ORAL	QUALITY CHOICE (Chain Drug Marketing Association)	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
5427	Stool Softener Laxative 	Laxative	TABLET	ORAL	Best Choice (Valu Merchandisers Company)	DOCUSATE SODIUM; SENNOSIDES	50;8.6	mg/1		HUMAN PRESCRIPTION DRUG
